data,ruta_id,ruta,tarif,tur_vechi,tur_nou,retur_vechi,retur_nou,total_vechi,total_nou,diff
2026-04-27,5,Șirăuți - Chișinău (10:10 - 15:10),Lipcani via Rîșcani,1877,1881,2412,2402,4289,4283,-6
2026-04-27,6,Corjeuți - Chișinău (6:17 - 10:20),Corjeuti/Edinet,3079,3067,1330,1333,4409,4400,-9
2026-04-27,7,Criva - Chișinău (11:00 - 15:35),Criva Direct,3022,3068,1310,1331,4332,4399,67
2026-04-27,8,Criva - Chișinău (12:30 - 17:40),Criva Direct,2141,2220,875,905,3016,3125,109
2026-04-27,9,Criva - Chișinău (12:00 - 16:45),Criva Direct,1618,1635,1504,1547,3122,3182,60
2026-04-27,10,Lipcani - Chișinău (14:10 - 19:05),Criva Direct,1675,1686,3302,3418,4977,5104,127
2026-04-27,11,Criva - Chișinău (13:20 - 17:40),Criva Direct,3773,3862,2321,2448,6094,6310,216
2026-04-27,12,Lipcani - Chișinău (14:50 - 18:55),Criva Direct,2262,2288,2517,2539,4779,4827,48
2026-04-27,14,Criva - Chișinău (15:30 - 20:20),Criva Direct,1510,1557,2617,2807,4127,4364,237
2026-04-27,15,Criva - Chișinău (17:30 - 22:25),Criva Direct,2393,2488,2655,2692,5048,5180,132
2026-04-27,16,Lipcani - Chișinău (02:35 - 7:00),Criva Direct,3834,4007,2710,2793,6544,6800,256
2026-04-27,17,Criva (Tețcani) - Chișinău (02:40 - 8:20),Criva via Corjeuți,132,140,0,0,132,140,8
2026-04-27,18,Lipcani (Viișoara) - Chișinău (04:05 - 8:10),Lipcani via Viișoara,4830,4840,3719,3737,8549,8577,28
2026-04-27,19,Lipcani - Chișinău (06:10 - 10:40),Criva via Larga,3946,4163,3842,3852,7788,8015,227
2026-04-27,20,Criva (Larga) - Chișinău (06:00 - 11:35),Criva via Larga,4653,4852,3228,3297,7881,8149,268
2026-04-27,21,Chișinău (12:35 - 17:40),Otaci/Ocnița,1642,1650,2261,2257,3903,3907,4
2026-04-27,22,Lipcani - Chișinău (06:35 - 10:50),Criva Direct,4308,4557,3507,3584,7815,8141,326
2026-04-27,23,Criva - Chișinău (07:05 - 12:20),Criva Direct,2888,3124,3135,3304,6023,6428,405
2026-04-27,24,Criva (Larga) - Chișinău (07:25 - 12:45),Criva via Larga,2719,2865,2979,3010,5698,5875,177
2026-04-27,25,Caracusenii Vechi - Chișinău (07:00 - 10:45),Corjeuti/Edinet,3827,3867,1474,1495,5301,5362,61
2026-04-27,26,Corjeuți (Briceni) - Chișinău (08:00 - 17:15),Criva via Corjeuți,2966,3052,3258,3297,6224,6349,125
2026-04-27,27,Lipcani - Chișinău (09:15 - 13:45),Criva Direct,3434,3580,2343,2376,5777,5956,179
2026-04-27,28,Criva - Chișinău (09:35 - 15:10),Criva Direct,2191,2292,3311,3423,5502,5715,213
2026-04-27,29,Ocnița - Chișinău (09:50 - 13:50),Otaci/Ocnița,2992,3039,2000,2044,4992,5083,91
2026-04-28,1,Grimăncăuți - Chișinău (03:00 - 7:10),Criva Direct,4083,4148,3790,3799,7873,7947,74
2026-04-28,2,Briceni - Chișinău (05:45 - 8:20),Criva via Larga,2778,2799,1428,1441,4206,4240,34
2026-04-28,3,Chișinău (08:00 - 12:40),Otaci/Ocnița,1856,1900,740,737,2596,2637,41
2026-04-28,5,Șirăuți - Chișinău (10:10 - 15:10),Lipcani via Rîșcani,3320,3314,2680,2678,6000,5992,-8
2026-04-28,6,Corjeuți - Chișinău (6:17 - 10:20),Corjeuti/Edinet,3340,3333,2720,2727,6060,6060,0
2026-04-28,7,Criva - Chișinău (11:00 - 15:35),Criva Direct,3839,3969,1358,1390,5197,5359,162
2026-04-28,8,Criva - Chișinău (12:30 - 17:40),Criva Direct,2146,2178,662,664,2808,2842,34
2026-04-28,9,Criva - Chișinău (12:00 - 16:45),Criva Direct,2029,2101,1353,1430,3382,3531,149
2026-04-28,10,Lipcani - Chișinău (14:10 - 19:05),Criva Direct,2339,2420,1451,1446,3790,3866,76
2026-04-28,12,Lipcani - Chișinău (14:50 - 18:55),Criva Direct,1061,1061,1823,1890,2884,2951,67
2026-04-28,14,Criva - Chișinău (15:30 - 20:20),Criva Direct,1731,1816,3322,3452,5053,5268,215
2026-04-28,15,Criva - Chișinău (17:30 - 22:25),Criva Direct,2842,2891,1783,1931,4625,4822,197
2026-04-28,16,Lipcani - Chișinău (02:35 - 7:00),Criva Direct,3711,3885,1791,1892,5502,5777,275
2026-04-28,17,Criva (Tețcani) - Chișinău (02:40 - 8:20),Criva via Corjeuți,3234,3333,2702,2818,5936,6151,215
2026-04-28,18,Lipcani (Viișoara) - Chișinău (04:05 - 8:10),Lipcani via Viișoara,3566,3572,3789,3808,7355,7380,25
2026-04-28,19,Lipcani - Chișinău (06:10 - 10:40),Criva via Larga,2613,2838,3025,3058,5638,5896,258
2026-04-28,20,Criva (Larga) - Chișinău (06:00 - 11:35),Criva via Larga,2577,2676,2680,2748,5257,5424,167
2026-04-28,21,Chișinău (12:35 - 17:40),Otaci/Ocnița,2959,2977,1819,1807,4778,4784,6
2026-04-28,22,Lipcani - Chișinău (06:35 - 10:50),Criva Direct,2331,2551,2100,2192,4431,4743,312
2026-04-28,23,Criva - Chișinău (07:05 - 12:20),Criva Direct,2218,2464,2853,2983,5071,5447,376
2026-04-28,24,Criva (Larga) - Chișinău (07:25 - 12:45),Criva via Larga,2947,3223,2332,2331,5279,5554,275
2026-04-28,25,Caracusenii Vechi - Chișinău (07:00 - 10:45),Corjeuti/Edinet,2769,2809,1901,1918,4670,4727,57
2026-04-28,26,Corjeuți (Briceni) - Chișinău (08:00 - 17:15),Criva via Corjeuți,3029,3201,1767,1802,4796,5003,207
2026-04-28,27,Lipcani - Chișinău (09:15 - 13:45),Criva Direct,2623,2805,2986,3057,5609,5862,253
2026-04-28,28,Criva - Chișinău (09:35 - 15:10),Criva Direct,3608,3778,2614,2762,6222,6540,318
2026-04-28,29,Ocnița - Chișinău (09:50 - 13:50),Otaci/Ocnița,3168,3164,1582,1593,4750,4757,7
2026-04-29,1,Grimăncăuți - Chișinău (03:00 - 7:10),Criva Direct,2933,2995,4681,4793,7614,7788,174
2026-04-29,2,Briceni - Chișinău (05:45 - 8:20),Criva via Larga,2204,2221,3215,3254,5419,5475,56
2026-04-29,3,Chișinău (08:00 - 12:40),Otaci/Ocnița,1614,1672,1824,1847,3438,3519,81
2026-04-29,5,Șirăuți - Chișinău (10:10 - 15:10),Lipcani via Rîșcani,1045,1044,2731,2721,3776,3765,-11
2026-04-29,6,Corjeuți - Chișinău (6:17 - 10:20),Corjeuti/Edinet,3229,3221,2227,2223,5456,5444,-12
2026-04-29,7,Criva - Chișinău (11:00 - 15:35),Criva Direct,2049,2079,2975,3055,5024,5134,110
2026-04-29,8,Criva - Chișinău (12:30 - 17:40),Criva Direct,1832,1882,2259,2275,4091,4157,66
2026-04-29,9,Criva - Chișinău (12:00 - 16:45),Criva Direct,2262,2315,1980,2055,4242,4370,128
2026-04-29,10,Lipcani - Chișinău (14:10 - 19:05),Criva Direct,1818,1885,1133,1158,2951,3043,92
2026-04-29,11,Criva - Chișinău (13:20 - 17:40),Criva Direct,2056,2103,1085,1098,3141,3201,60
2026-04-29,12,Lipcani - Chișinău (14:50 - 18:55),Criva Direct,1544,1572,632,662,2176,2234,58
2026-04-29,14,Criva - Chișinău (15:30 - 20:20),Criva Direct,1036,1058,2596,2766,3632,3824,192
2026-04-29,15,Criva - Chișinău (17:30 - 22:25),Criva Direct,1506,1537,2146,2196,3652,3733,81
2026-04-29,16,Lipcani - Chișinău (02:35 - 7:00),Criva Direct,1277,1349,984,1009,2261,2358,97
2026-04-29,17,Criva (Tețcani) - Chișinău (02:40 - 8:20),Criva via Corjeuți,1828,1904,2459,2479,4287,4383,96
2026-04-29,18,Lipcani (Viișoara) - Chișinău (04:05 - 8:10),Lipcani via Viișoara,3563,3568,2639,2647,6202,6215,13
2026-04-29,19,Lipcani - Chișinău (06:10 - 10:40),Criva via Larga,2960,3197,4452,4493,7412,7690,278
2026-04-29,20,Criva (Larga) - Chișinău (06:00 - 11:35),Criva via Larga,4134,4349,4572,4782,8706,9131,425
2026-04-29,21,Chișinău (12:35 - 17:40),Otaci/Ocnița,2790,2792,1490,1487,4280,4279,-1
2026-04-29,22,Lipcani - Chișinău (06:35 - 10:50),Criva Direct,3125,3340,3720,3842,6845,7182,337
2026-04-29,23,Criva - Chișinău (07:05 - 12:20),Criva Direct,2242,2450,3119,3263,5361,5713,352
2026-04-29,24,Criva (Larga) - Chișinău (07:25 - 12:45),Criva via Larga,3162,3303,2227,2233,5389,5536,147
2026-04-29,25,Caracusenii Vechi - Chișinău (07:00 - 10:45),Corjeuti/Edinet,1963,1998,1964,1979,3927,3977,50
2026-04-29,26,Corjeuți (Briceni) - Chișinău (08:00 - 17:15),Criva via Corjeuți,2089,2197,3160,3207,5249,5404,155
2026-04-29,27,Lipcani - Chișinău (09:15 - 13:45),Criva Direct,3451,3566,2411,2458,5862,6024,162
2026-04-29,28,Criva - Chișinău (09:35 - 15:10),Criva Direct,3195,3301,4240,4423,7435,7724,289
2026-04-29,29,Ocnița - Chișinău (09:50 - 13:50),Otaci/Ocnița,1996,2029,1555,1564,3551,3593,42
2026-04-30,1,Grimăncăuți - Chișinău (03:00 - 7:10),Criva Direct,3766,3831,4995,5131,8761,8962,201
2026-04-30,2,Briceni - Chișinău (05:45 - 8:20),Criva via Larga,2686,2708,3227,3236,5913,5944,31
2026-04-30,3,Chișinău (08:00 - 12:40),Otaci/Ocnița,1509,1528,3546,3586,5055,5114,59
2026-04-30,5,Șirăuți - Chișinău (10:10 - 15:10),Lipcani via Rîșcani,2907,2897,4314,4310,7221,7207,-14
2026-04-30,6,Corjeuți - Chișinău (6:17 - 10:20),Corjeuti/Edinet,2840,2830,3917,3917,6757,6747,-10
2026-04-30,7,Criva - Chișinău (11:00 - 15:35),Criva Direct,4434,4513,4456,4629,8890,9142,252
2026-04-30,8,Criva - Chișinău (12:30 - 17:40),Criva Direct,2358,2485,3738,3870,6096,6355,259
2026-04-30,9,Criva - Chișinău (12:00 - 16:45),Criva Direct,1586,1613,3421,3492,5007,5105,98
2026-04-30,10,Lipcani - Chișinău (14:10 - 19:05),Criva Direct,2580,2637,2289,2336,4869,4973,104
2026-04-30,11,Criva - Chișinău (13:20 - 17:40),Criva Direct,2937,2972,2392,2491,5329,5463,134
2026-04-30,12,Lipcani - Chișinău (14:50 - 18:55),Criva Direct,2512,2561,2011,2136,4523,4697,174
2026-04-30,14,Criva - Chișinău (15:30 - 20:20),Criva Direct,1345,1399,4523,4706,5868,6105,237
2026-04-30,15,Criva - Chișinău (17:30 - 22:25),Criva Direct,2007,2100,2835,3093,4842,5193,351
2026-04-30,16,Lipcani - Chișinău (02:35 - 7:00),Criva Direct,1329,1387,2424,2529,3753,3916,163
2026-04-30,17,Criva (Tețcani) - Chișinău (02:40 - 8:20),Criva via Corjeuți,2512,2584,4193,4385,6705,6969,264
2026-04-30,18,Lipcani (Viișoara) - Chișinău (04:05 - 8:10),Lipcani via Viișoara,3446,3448,4743,4746,8189,8194,5
2026-04-30,19,Lipcani - Chișinău (06:10 - 10:40),Criva via Larga,3086,3277,4770,4810,7856,8087,231
2026-04-30,20,Criva (Larga) - Chișinău (06:00 - 11:35),Criva via Larga,3056,3186,5097,5374,8153,8560,407
2026-04-30,21,Chișinău (12:35 - 17:40),Otaci/Ocnița,3000,3032,3832,3849,6832,6881,49
2026-04-30,22,Lipcani - Chișinău (06:35 - 10:50),Criva Direct,3717,3901,4408,4616,8125,8517,392
2026-04-30,23,Criva - Chișinău (07:05 - 12:20),Criva Direct,4291,4582,4584,4739,8875,9321,446
2026-04-30,24,Criva (Larga) - Chișinău (07:25 - 12:45),Criva via Larga,2873,2938,3125,3136,5998,6074,76
2026-04-30,25,Caracusenii Vechi - Chișinău (07:00 - 10:45),Corjeuti/Edinet,2125,2163,4334,4408,6459,6571,112
2026-04-30,26,Corjeuți (Briceni) - Chișinău (08:00 - 17:15),Criva via Corjeuți,1898,2150,4485,4575,6383,6725,342
2026-04-30,27,Lipcani - Chișinău (09:15 - 13:45),Criva Direct,2875,2952,4520,4571,7395,7523,128
2026-04-30,28,Criva - Chișinău (09:35 - 15:10),Criva Direct,3058,3177,5473,5741,8531,8918,387
2026-04-30,29,Ocnița - Chișinău (09:50 - 13:50),Otaci/Ocnița,2670,2665,4872,4927,7542,7592,50
